Kategori,Label,Username,Content,Location,Created at
0,Netral,guobaque,"okela sekolaku bsop ptm, tp sbnrnya bingung yh, ktnya ad anak yg knak omicron di sini tp gtw sklh mna","priv/rant , wl8",2022-02-07 16:37:25+00:00
1,Positif,kompascom,"untuk menjaga anak-anak kami, ptm dihentikan dulu diganti pjj (pembelajaran jarak jauh),"" bupati sukoharjo etik suryani.",Jakarta,2022-02-07 16:21:06+00:00
1,Positif,Andra_cukup,langkah-langkah yang di ambil wakil gubernur jawa timur menghadapi lonjakan omicron #wagubjatim #infojatim #jawatimur #ptm #pendidikan #sekolah #omnicron #emildardak,,2022-02-07 15:32:03+00:00
1,Positif,_vggukie,"@ygjkuwu padahal di sekolah aku udh ptm 100%, tpi tadi siang ada yg positif omicron jadinya daring lagi 😩",she/her,2022-02-07 15:10:10+00:00
1,Positif,sabdaxkalam,"antisipasi omicron naik, wagub emil minta sekolah ptm 50 persen  #wagubjatim #emildardak #arumibachsin #wargajatim #pemprovjatim #omicron #kesejahteraansosial #jawatimur","Denpasar Selatan, Indonesia",2022-02-07 13:51:06+00:00
-1,Negatif,tyongyo,@chenlefhui gue juga baru pas mulai smstr 2 kmrn anjir baru 3 minggu ptm dah pjj lagi grgr omicron belom juga ngapa ngapain asu😀,"17!¡ | multi,mainly nct",2022-02-07 13:33:26+00:00
1,Positif,BuleKeriting,ptm 50 persen jadi salah satu opsi di saat  omicron semakin naik. #wagubjatim #emildardak #infojatim #beritaterkini #beritajatim #kabarjatim #viral #beritaviral #fyp,,2022-02-07 13:01:36+00:00
1,Positif,tempodotco,"kasus omicron meningkat, lima daerah pilih hentikan ptm 100 persen  #tempografis",Indonesia,2022-02-07 12:34:06+00:00
1,Positif,aglshafiraa,"@rendoongnie dom km mana sie? surabaya? malang? di domku blm pengumuman pjj, blm pengumuman ptm jadiin 50% lagi. takut, di domku ada yg kena omicron 2 org",she/her infp-t,2022-02-07 12:33:12+00:00
1,Positif,ebynews_id,"jumlah positif covid-19 varian omicron mencapai 30ribu lebih. hati-hati! pemerintah pusat/daerah mesti ambil langkah cepat, tegas, dan terukur untuk putus rantai penyebaran. ptm (belajar-mengajar) mesti dievaluasi apalagi banyak anak2 yang juga terpapar. #eby #ibas",Indonesia,2022-02-07 12:19:15+00:00
1,Positif,bacateruss,"antisipasi omicron naik, wagub emil minta sekolah ptm 50 persen   #beritajatim #beritaterkini #omicronvariant #omicronindonesia",,2022-02-07 12:17:26+00:00
0,Netral,quietvvinter,"apaan banget dh, siswa sekolah ada yg kena omicron tp ptm ttp lanjut",she/her || bluejays,2022-02-07 11:31:29+00:00
0,Netral,Cleve_count,"@schfess kota sebelah udah hampir semua sekolah online lagi soalnya ada yg kena omicron muridnya, tp di kota gw mayoritas masih ptm, gatau dah gimana ntar jadinya",,2022-02-07 11:25:22+00:00
1,Positif,sukabumiNewsnet,"sukabuminews: omicron merebak, ptm terancam, begini kata anggota...",Kota Sukabumi,2022-02-07 11:23:51+00:00
1,Positif,_rakyatmerdeka,"omicron ngamuk, ibas minta vaksinasi digenjot, ptm dievaluasi  #ptm #sekolah #omicron #omicronvariant #corona #coronavirus #covid19 #covid #rakyatmerdeka #rmid",,2022-02-07 11:19:36+00:00
1,Positif,sandtwic,@4kejshi besok aku ptm kak gantian huftt... semangat terus kak yaya! semoga selalu happy dan jangan benci jangan lupa jaga kesehatan ya kak lagi musim omicron :(,,2022-02-07 11:19:11+00:00
1,Positif,fpkbdki,komisi b dprd dki jakarta meminta dinas pendidikan (disdik) terus mengevaluasi pelaksanaan pembelajaran tatap muka (ptm). upaya tersebut perlu dilakukan mengingat terus meroketnya angka penularan covid-19 varian omicron.  @dpp_pkb @cakiminow @emhasanuddin @hasbipkb  @disdik_dki,,2022-02-07 11:19:04+00:00
1,Positif,doyecxu,pgn ptm krn pgn ga dirumah tp takut omicron,she / her,2022-02-07 11:16:11+00:00
1,Positif,AllianzID,"dengan pertemuan tatap muka yang masih dilaksanakan di beberapa wilayah di tengah meningkatnya kasus covid-19 varian omicron, orang tua dan sekolah harus ekstra hati-hati dalam melindungi anak dari penularan covid-19!👨‍👨‍👧‍👦  simak cara mencegah penularan covid-19 selama ptm!👇",Jakarta,2022-02-07 11:00:02+00:00
1,Positif,lampungday,"ada omicron, ptm di lampung selatah pakai 2 sif",Lampung,2022-02-07 10:56:10+00:00
-1,Negatif,prettierst,"omicron ni emg kaya kontol ya, gue baru ngerasain ptm 100 % 1 bulan doang tor",﹫ ֪  02'z ݁ ֪֪,2022-02-07 10:48:45+00:00
1,Positif,r_risaariani21,"@jokowi assalamualaikum pa, izin menyampaikan pendapat teman saja. kenapa di daerah tempat tinggal saya tetap ptm kok gak online, kan omicron lagi naik",,2022-02-07 10:47:38+00:00
1,Positif,griyabacaku,"antisipasi omicron naik, wagub emil minta sekolah ptm 50%  #emildardak #wagubjatim #jatim #jawatimur #beritajatim #infojatim #suarasurabaya #pemprovjatim #omicron #ptm #ayosekolah #ayomondok",,2022-02-07 10:46:21+00:00
1,Positif,kumparan,"anggota komisi ix fraksi pks, kurniasih mufidayati, meminta ptm harus disetop dan menerapkan pjj 100% demi mencegah lebih banyak klaster covid-19 di sekolah-sekolah. #kumparannews",,2022-02-07 10:37:09+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -  .........",Jakarta,2022-02-07 10:28:12+00:00
-1,Negatif,ulfatersenyum,bru jg ptm 100% nanti klo ptm 50% lgi gk bisa ketemu doi dong ah gaasik omicron gjls lo menghalangi kisah sma gw yg menyenangkan,kwangya,2022-02-07 10:16:52+00:00
1,Positif,Journaldi,"selamatkan generasi muda, silwanus sumule: ptm ada baiknya ditiadakan    lewat @tribunnews #jayapura #papua #covid #omicron #delta #pandemi #pandemicovid",Eastern of Indonesia (Fakfak),2022-02-07 10:05:18+00:00
1,Positif,tvOneNews,"omicron meningkat, kepulauan seribu terapkan ptm 50 persen",Indonesia,2022-02-07 09:50:32+00:00
1,Positif,arini_rizka,"dorong evaluasi ptm, mpr: pendidikan harus tetap berjalan #covid #delmicron #florona #omicron",,2022-02-07 09:35:32+00:00
1,Positif,IbasNews,"""jumlah positif covid-19 varian omicron mencapai 30ribu lebih. ptm (belajar-mengajar) mesti dievaluasi apalagi banyak anak-anak yang juga terpapar.""  - dr. edhie baskoro yudhoyono, b.comm., - ketua fraksi partai demokrat dpr ri  #ibasnews #ibasid #eby",,2022-02-07 09:20:03+00:00
1,Positif,ibas_id14,"jumlah positif covid-19 varian omicron mencapai 30ribu lebih. hati-hati! pemerintah pusat/daerah mesti ambil langkah cepat, tegas dan terukur untuk putus rantai penyebaran. ptm (belajar-mengajar) mesti dievaluasi apalagi banyak anak"" yang juga terpapar. #eby",,2022-02-07 09:12:30+00:00
1,Positif,sahabatibas,"jumlah positif covid-19 varian omicron mencapai 30ribu lebih. hati-hati! pemerintah pusat/daerah mesti ambil langkah cepat, tegas dan terukur untuk putus rantai penyebaran. ptm (belajar-mengajar) mesti dievaluasi apalagi banyak anak"" yang juga terpapar. #eby",,2022-02-07 09:11:55+00:00
1,Positif,tapakibas,"jumlah positif covid-19 varian omicron mencapai 30ribu lebih. hati-hati! pemerintah pusat/daerah mesti ambil langkah cepat, tegas dan terukur untuk putus rantai penyebaran. ptm (belajar-mengajar) mesti dievaluasi apalagi banyak anak"" yang juga terpapar. #eby",,2022-02-07 09:11:00+00:00
0,Netral,banjarbase,dibanjar dibolehi ptm kah? maka kasus omicron lg naik2nya /wal,"Kalimantan Selatan, Indonesia",2022-02-07 08:14:34+00:00
1,Positif,Edhie_Baskoro,"jumlah positif covid-19 varian omicron mencapai 30ribu lebih. hati-hati! pemerintah pusat/daerah mesti ambil langkah cepat, tegas &amp; terukur utk putus rantai penyebaran. ptm (belajar-mengajar) mesti dievaluasi apalagi banyak anak” yg juga terpapar. #lawanomicron  #jagaprokes","Griya 24, Indonesia",2022-02-07 08:11:48+00:00
1,Positif,kumparan,"tedi (41), beberapa kali melihat percakapan di grup wa sekolah anaknya. ada beberapa orang tua yang izin ke wali kelas karena anaknya sakit.",,2022-02-07 08:01:08+00:00
1,Positif,getradius_id,kebijakan baru terkait ptm menjadi 50 persen terbatas di kota malang   #radius #wargabaik #supermedia #laporkankejadiandisekitaranda #wargabaikmenangbanyak #omicron #malang #beritamalang #updatemalang #infomalang #kabarmalang #ptm,,2022-02-07 07:45:33+00:00
1,Positif,adm_getradius,kebijakan baru terkait ptm menjadi 50 persen terbatas di kota malang   #radius #wargabaik #supermedia #laporkankejadiandisekitaranda #wargabaikmenangbanyak #omicron #malang #beritamalang #updatemalang #infomalang #kabarmalang #ptm,"Malang, Indonesia",2022-02-07 07:45:20+00:00
1,Positif,akariaban,@rk_jabarjuara semoga cepet mereda lagi omicron. tetap jaga prokes kawan  @ridwankamil tolong cepat atasi percovidan ini udah bahagia bisa ptm,,2022-02-07 07:30:01+00:00
1,Positif,republikaonline,kenaikan kasus covid-19 akibat varian omicron mesti menjadi perhatian bersama.,"Jakarta, Indonesia",2022-02-07 07:28:28+00:00
0,Netral,IsuBogor,"penyebab omicron masuk indonesia disorot media asing, ptm dituding jadi biang keroknya?","Bogor, Jawa Barat",2022-02-07 07:21:29+00:00
-1,Negatif,SusiEmilia2,"ibadah mulai dibatasi lagi setelah nataru imlek selesai? sementara bandara dibuka dan wna masuk. ptm 100% ketika katanya omicron meningkat? kotak amal direcoki, memangnya pemerintah mau menutupi seluruh kebutuhan untuk mesjid dan jemaah nya? kebijakan tanpa tanggungjawab = asbun",,2022-02-07 07:09:58+00:00
1,Positif,suaramerdeka,"kasus omicron meningkat, yoyok sukawi minta pemerintah batasi ptm dan pariwisata",Semarang - Jateng - Indonesia,2022-02-07 07:02:59+00:00
1,Positif,GoRiauCom,"lonjakan omicron diprediksi februari, ptm masih akan digelar",Pekanbaru Riau,2022-02-07 05:34:46+00:00
1,Positif,RBonafida,kasus omicron mengalami kenaikan. gubernur banten stop ptm 100% tapi kenapa gubernur dki jakarta malah drama. untuk keselamatan warga kok ragu ambil keputusan...,,2022-02-07 05:32:37+00:00
1,Positif,kumparan,penghentian sementara ptm itu sampai situasi di bali cukup kondusif. #publisherstory,,2022-02-07 05:29:05+00:00
1,Positif,zeeyachan,ya allah pengen kuliah di university of toronto faculty of medicine pake beasiswa fully funded + beasiswa unggulan + beasiswa dari agen   ya allah pengen ptm  ya allah semoga pas ramadhan omicron udah bisa ditangani di indonesia  ya allah semoga pandemi segera berakhir aamiin,🍀🍀 I'm so lucky lucky 🍀🍀,2022-02-07 05:07:03+00:00
1,Positif,kumparan,"“semua pihak harus lebih waspada terhadap penyebaran virus omicron yang semakin meluas. pandemi belum usai. kebijakan ptm 100 persen perlu perlu dievaluasi,” kata mu’ti. #kumparannews",,2022-02-07 05:05:05+00:00
1,Positif,hedy20lim,"“omicron tidak berbahaya”  ptm wajib, ga pakai opsi pjj. ada sekolah ud bikin konser. ada sekolah ud fieldtrip. mall dg pertunjukan. menyambut pejabat.  eh tau2 udah 127k positif perhari?   semoga berkurang ya kasus.",,2022-02-07 05:03:21+00:00
1,Positif,Nallzai,"dengan berfokus penanganan covid 19 varian omicron ridwan kamil menyebutkan bahwa kemungkinan besar perubahan kebijakan akan terjadi di wilayah bodebek dan bandung raya, termasuk keputusan ptm di sekolah. #bersamajuara",,2022-02-07 05:02:11+00:00
1,Positif,kumparan,"""macam-macam (klaster penularan di bali), ada yang banyak klaster sekolah. kemudian ada klaster sepak bola itu cukup banyak. memang sudah terjadi penularan lokal di sini,"" kata cok ace. #kumparannews",,2022-02-07 04:13:07+00:00
1,Positif,RK_JabarJuara,"ptm kembali diberhentikan karena lonjakan kasus covid-19 di bogor. semoga bisa kembali normal dan segera melakukan ptm kembali. jangan lupa hindari kerumunan, gunakan masker dan mencuci tangan.  #ridwankamil #rkjabarjuara #rkjabar #jabarjuara #covid19 #covid #omicron #ptm #bogor","Bandung, Jawa Barat",2022-02-07 04:01:21+00:00
1,Positif,bontang_post,diperhatikan yaa...,"Bontang, Kaltim, Indonesia",2022-02-07 04:01:03+00:00
1,Positif,_rakyatmerdeka,"dukung evaluasi ptm, gus jazil: pendidikan harus tetap jalan   #ptm #pendidikan #sekolah #belajar #omicron #omicronvariant #corona #coronavirus #covid19 #covid #rakyatmerdeka #rmid",,2022-02-07 04:00:29+00:00
1,Positif,urban1063fm,"back to online⁉️🤔  karena kasus covid-19 varian omicron terus bertambah, pemerintah kota bandung akhirnya memutuskan untuk mengurangi 50% dari pertemuan tatap muka (ptm) di sekolah-sekolah🧐  menurut kamu gimana nih anak urban?? kamu lebih suka sekolah offline atau online?👇👇👇",,2022-02-07 03:55:23+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm",Jakarta,2022-02-07 03:35:37+00:00
1,Positif,batamtoday,mpr minta pemerintah hentikan total ptm cegah omicron,Batam,2022-02-07 03:27:53+00:00
0,Netral,urrrplanets,"alaahhh ee mending pjj aja gausa ptm ptm ribet,udah tau covid lagi naek ada omicron jga",homopobic,2022-02-07 03:26:25+00:00
1,Positif,Nemo020221,"@pemkotmalang @dlhkotamalang @polrestamakota akhirnya, kluster2 omicron baru terjadi dmnw tanpa terdeteksi. seperti saya dan isteri yg ketularan ponakan smp serumah yg msh ptm hingga hari ini. pd hal dia msh bapil. jadi pelaks ppkm level 2 perlu sidakw ke sekolah2 yg ptm, selain kantor, mall, warung2 k5, dll.","Malang, Jawa Timur",2022-02-07 03:11:44+00:00
1,Positif,Boolixious,@nnnoppph ha? masih ptm? sekolah e anakku sudah online sejak muncul omicron 😅,,2022-02-07 03:10:56+00:00
1,Positif,KEZIAAM0UR,"@null puluhan murid terpapar omicron, ptm sman 3 di kabupaten tangerang dihentikan pul",,2022-02-07 03:10:28+00:00
1,Positif,insidpontianak,"kasus omicron di jakarta naik, kpai minta ptm dihentikan sementara: pontianak,  – dki jakarta mengalami kenaikan angka penderita covid-19 varian omicron. akibatnya, komisi perlindungan...","Pontianak, Kalimantan Barat",2022-02-07 03:07:02+00:00
-1,Negatif,ban9anto,"kalo mau mengurangi penularan dan infeksi, ptm pjj ditutup sementara.. itu pun ngefeknya gak banyak. xd  tapi kalo mau dibikin jadi zero.. buat omicron, itu sesuatu hil yang mustahal.  #selamatpagi #republik",,2022-02-07 02:43:45+00:00
1,Positif,tvOneNews,"ptm tetap digelar di kota probolinggo, prokes diperketat antisipasi omicron",Indonesia,2022-02-07 02:04:02+00:00
1,Positif,catchmeupid,"angka kasus omicron yang naik terus, ptm yang galau mau lanjut apa engga, sampe erdogan yang baru aja dinyatakan positif covid!   ini dia rangkuman soal pandemi seminggu terakhir!",,2022-02-07 01:59:29+00:00
1,Positif,medstudUI22,°`ngerjain mat sm analisis soalnya ptm nya 50% dan yang masuk sekolah dikit banget pada bolos semua. have a nice day☁️ stay safe juga omicron parah bgt sih ini😭,stovia²²,2022-02-07 01:56:05+00:00
0,Netral,chantuull,"kl kata sy sih mending stop dulu ptm mau terbatas atau 100% krn covid lg tinggi bgt apalagi ini omicron gampang nyebar dan byk yg gaada gejala + ga ke detect di antigen. dikira enak ya uprak sm ujian sekolah online wkwkwk tp sy sih lebih mentingin kesehatan, gmn dgn anda",,2022-02-07 01:51:04+00:00
1,Positif,5885Mamok,"fakta bhw covid-19 varian omicron cepat menular, penularannya jg makin masif sdg anak2 banyak yg belum vaksin. mengapa ptm tetap dibuka bukankah anak2 sekolah tdk mudah utk disiplin prokes?....",,2022-02-07 00:52:30+00:00
1,Positif,sabdaxkalam,"meski tak ditegur presiden jokowi, ini langkah taktis wagub emil dardak jalankan ptm di jatim  #wagubjatim #emildardak #arumibachsin #ptm #covid19 #omicron #waspadainomicron #stayhealthy #jagaprokes #jawatimur","Denpasar Selatan, Indonesia",2022-02-07 00:51:18+00:00
1,Positif,detikcom,berikut ini panduan prokes dari kemendikbudristek saat ptm di dalam kelas. cegah omicron bisa dengan cara ini.,"Jakarta, Indonesia",2022-02-07 00:33:41+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -  ......",Jakarta,2022-02-07 00:28:21+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -",Jakarta,2022-02-07 00:28:17+00:00
0,Netral,qhaerom,@schfess ptm atau pjj dimasa omicron,all without acc,2022-02-07 00:22:11+00:00
0,Netral,orgilgamon,"@kalasunghoon semangat, btw kok boleh ptm sih soalnya rata2 kampus yg mau ptm aja jadi dibatalin gara2 omicron",,2022-02-07 00:07:56+00:00
0,Netral,Mrshongli,sekolah gw ada yg kena omicron tetep disuruh ptm ini gmn maksudnya,she/her | 18 | Surabaya,2022-02-07 00:07:06+00:00
1,Positif,tjapoenglaut,"yang di kantor yg isinya bapak bapak, mbak mbak, mas mas, ibu ibu yang sudah dewasa , sebagian ada yang wfh.   anak sekolah yg masih kecil / remaja sebagian mash ptm.   seberapa hebat mengejar learning lost dibanding tingkat kecepatan penularan omicron?",,2022-02-06 23:48:37+00:00
1,Positif,DyaningR,"@kemdikbud_ri @nadiemmakarim anak sy sekarang bergejala omicron loh pak, di samarinda sedang zona kuning, masih melaksanakan ptm, bagaimana dengan kami yang berkebatasan biaya mau test swab,",,2022-02-06 22:16:45+00:00
1,Positif,AstrianaNingrum,"ppkm untuk menekan penyebaran covid varian omicron ppkm kembali diperpanjang, ini aturan ptm terbatas di sekolah 2  taat protokol kesehatan",,2022-02-06 19:48:21+00:00
1,Positif,17_5_22,"@smpksvntn_ @schfess daerahku juga tinggi kasusnya (bekasi), bahkan sempet hampir 85% bergejala (krn ada yg kena omicron mlh masuk skolah) cuma pjj sehari+imlek 1 hari. awalnya ttp ptm 100% stlh kejadian itu tp kayaknya byk yg protes dan banyak yg ga masuk krn sakit *termasuk aku-","🇮🇩 INA, Asean",2022-02-06 17:10:25+00:00
1,Positif,requisitoire,"ptm disarankan berhenti total di jakarta, duh omicron makin parah ya?",DKI Jakarta,2022-02-06 16:28:08+00:00
1,Positif,jaemssukluvv_,@taechancute loh kok masih ptm kan omicron lagi naik,SHE / HER - 4TEEN,2022-02-06 16:04:33+00:00
1,Positif,masaryaduta,"omicron menggila, pemprov dki akhirnya batalkan ptm 100 persen",🇮🇩 Indonesia,2022-02-06 15:55:22+00:00
1,Positif,haibundacom,sekolah tatap muka atau ptm terpaksa dihentikan sementara di beberapa wilayah. hal ini dilakukan demi mencegah penularan omicron yang merebak di indonesia.,Indonesia,2022-02-06 15:29:20+00:00
-1,Negatif,fqairys,omicron bisa stop gaa??? gua pgn ptm anjir😭,she / her. 21+ (mdni) ,2022-02-06 15:25:09+00:00
1,Positif,sungcchannie,@xlmondde_ soalnya disini ptm malah ada yg kena omicron😔,Chicago,2022-02-06 15:24:18+00:00
1,Positif,m_sael,"waktu varian delta, bukan cuma orang2 pada panik, tapi jaman itu hiburan benar-benar seperti hilang. aplg di akhir 2020 blm ada rencana reopening fasilitas hiburan, pd nunggu vaksin  pada periode omicron paniknya orang msh agak ketahan sama konser musik, ptm, pameran",,2022-02-06 15:14:24+00:00
1,Positif,renrencrush,"@convomf ptm 100% alhamdulilah dom gue blm ada tanda"" omicron",𓂃 𝘄𝘄𝘄.birthdayboy  𐇵 ֶָ,2022-02-06 14:55:32+00:00
0,Netral,diIepehin,"lo udah full niat lanjut kuliahnya, nyokap udh acc, kampus udah nemu, tapi omicron naik nih ptm banyak yg distop, trus cemana pula anjir",saturnus,2022-02-06 14:32:51+00:00
1,Positif,lovingchonloadc,"allo gengss gimanaa kabarnya nihh ?? huhu sedih banget gasi udah seneng"" ptm tiba"" pjj gegara omicron lagi naikk bngtt🥺🥺",kwangya,2022-02-06 14:07:27+00:00
-1,Negatif,_kiimseokjin,omicron lagi naik bisa bisanya lu ptm anzeng kena mental,Magic Shop🔮,2022-02-06 13:55:39+00:00
-1,Negatif,dokyurii,"omicron musnah kek lo ajg, gue belum pernah ngerasain ptm 100% loh?! dan besok udah mulai full pjj lagi?!",chs | kjk | kdy ♡,2022-02-06 13:00:35+00:00
1,Positif,a4our_,"@kba_news aromanya seh gak jadi, ini tandatandanya: omicron naik, belum test, sdh dapat hasil positif ptm tetap aktif, 🤔",,2022-02-06 12:54:48+00:00
1,Positif,GreyIsCloud,"@imnotseipls poor u, omicron emng sucks😭😭😭 kalo adekku seminggu cuma 2-3x ptm jdi kupikir dikurangi aja😭 tapi mending gitu aja daripada makin nyebar dan makin parah😔",Read card byf! →,2022-02-06 12:49:13+00:00
1,Positif,inthestarstnght,"@byhoonieee harusnya ptm, tapi gegara omicron jadinya pjj",she/her,2022-02-06 12:02:26+00:00
1,Positif,tvOneNews,"omicron melonjak, mui imbau umat bijak omicron mengganas, ptm terbatas jalan terus?  saksikan beritanya di apa kabar indonesia malam bersama putri viola jam 18.30 wib hanya di tvone &amp; live streaming di  #akimalamtvone #cariberitaditvone",Indonesia,2022-02-06 11:44:19+00:00
1,Positif,4jengdisinii,"@zippyhoon enggaa, aku udah 3 bulan lalu itu ptm. karena omicron di dom ku mulai meluas, akhirnya daring deh",she • engene only,2022-02-06 11:37:57+00:00
1,Positif,dububf,@punyaleefelix oalaaah ohiyaya sekarang udah ga ptm lagi garagara omicron,"he/him, 20",2022-02-06 11:16:22+00:00
1,Positif,jeyya67972898,"ptm blm 100% uda pjj lagi , #menggalo #omicron #virusialan",your heart,2022-02-06 11:10:10+00:00
1,Positif,6undul0h,"nah jd lagi terima telp dari menkes, terkait update omicron, kira² langkah apa yg dibutuhkan selanjutnya, misal 60 thn jgn jalan² dl, ptm masih lanjut  apalagi ya... ❔❔❔",Right behind you,2022-02-06 10:58:08+00:00
1,Positif,tonimalakian,polemik ptm (pembelajaran tatap muka) #kartun untuk @korantempo  #cartoon #covid #omicron #kebijakan,,2022-02-06 10:09:37+00:00
0,Netral,GodrilSolo,"ptm ditunda lg sampai omicron berlalu. yakin? hawong omicron pergi ya nanti ada yg baru. sdh suratan semesta virus akan bermutasi terus, sepanjang segala abad. ayo belajar mengenali virus penyebab covid19. belajarnya ke virolog yg meneliti virusnya agar tahu cara menghadapinya.",Indonesia,2022-02-06 10:00:10+00:00
1,Positif,azzahra_elvin,pemerintah kota semarang menghentikan ptm untuk mengantisipasi lonjakan kasus omicron. #wujudkannkrilebihmaju,"Bandung
",2022-02-06 09:43:04+00:00
1,Positif,BayuSuryo18,pemerintah kota semarang menghentikan ptm untuk mengantisipasi lonjakan kasus omicron. #wujudkannkrilebihmaju,"Pontianak
",2022-02-06 09:40:33+00:00
0,Netral,NugrohoChandika,lagi evaluasi pembelajaran tatap muka ya bu?  #kerjauntukindonesia #capres2024 #wadasmelawan #selasabarengmiminshopee jengkol durian vernon tni ad kuat disegani indonesia kita tangguh prabowo yakin kita hebat laps sjk prabowo perkuat tni kita,,2022-02-06 09:38:03+00:00
0,Netral,HumasGede,cek sebelum anak berangkat sekolah  pembelajaran tatap muka sudah berlangsung cegah dengan prokes,Jl.Raya Jatiwaringin No.108 ,2022-02-06 09:35:29+00:00
1,Positif,kupastuntasnew,pembelajaran tatap muka (ptm) di sekolah di lampung selatan (lamsel) masuk bagi seluruh jenjang pendidikan...  #suratedarangubernur #pembelajarantatapmuka #ptmterbata,Indonesia,2022-02-06 09:32:55+00:00
1,Positif,4_gp2024,permintaan ganjar terhadap pelaksanaan pembelajaran tatap muka ,,2022-02-06 09:30:16+00:00
1,Positif,jpnncom,"#beritaterkini kasus covid-19 melonjak, mulai besok sekolah di bandung ptm 50 persen #yanamulyana #lonjakankasuscovid-19 #omicron",Indonesia,2022-02-06 07:58:11+00:00
1,Positif,nxjmhoonie,"@kikogiii gak tau, pas ada berita omicron.. sekolah ak baru ptm😭😭😭",she/her,2022-02-06 07:39:50+00:00
1,Positif,haldabuc,"@bubblieya samaa aku jugaa, takutnya masih ptm 100% pas omicron gini",sbt. mention after dm,2022-02-06 07:28:30+00:00
1,Positif,haldabuc,@txtvel garagara omicron yaa? sekolahku malah gada info lagi takutnyamasih ptm 100% takut😔,sbt. mention after dm,2022-02-06 07:27:38+00:00
1,Positif,IDNTimesJabar,kasus omicron di banyak daerah mulai meningkat,"Jawa Barat, Indonesia",2022-02-06 07:13:02+00:00
1,Positif,urlittlefenrir,"alasan gak mau ptm karena omicron tapi 2021 recapnya jalan² semua, eh.",Keteknya Mas,2022-02-06 07:06:56+00:00
1,Positif,ncelsstudie,"@ggukieslv minggu kemarin uda offline tiap harii sempet 100% juga hsusbsh tpi mingdep di ubah lagi gegara omicron hsbshbsus. jdi selang seling, ptm trs pjj",she/her,2022-02-06 06:55:57+00:00
1,Positif,bunyikodoq,"@schfess jujur si gue lebih dukung ptm, tpi buat kondisi skrg, ya mau gmn lagi? kita kan juga hrs ikhtiar buat mutus rantai penyebaran omicron nya. jadi ya manut aja deh dulu",di kasur,2022-02-06 06:29:10+00:00
0,Netral,nxjmhoonie,@kikogiii omg iri😭😭 ak mlh ptm pas omicron,she/her,2022-02-06 05:21:49+00:00
0,Netral,nxjmhoonie,"@cosplayerkamper wkwk smaa, malahan sklh ak bru ptm 100% pas puncak omicron",she/her,2022-02-06 05:21:15+00:00
0,Netral,DewiMadame,bung anies tutup dulu ptm udah gawat darurat sebentar lagi tsunami omicron ...,,2022-02-06 05:06:00+00:00
1,Positif,kalderanews,"jadi pusat covid-19 omicron, tangerang raya putuskan stop ptm -",Jakarta,2022-02-06 04:45:30+00:00
-1,Negatif,4_gp2024,ganjar meminta pembelajaran tatap muka dievaluasi ditiadakan,,2022-02-08 08:10:48+00:00
1,Positif,Humas74567305,sebelum anak berangkat sekolah  pembelajaran tatap muka harus taat dengan prokes,,2022-02-08 08:08:26+00:00
1,Positif,IDNNews_id,"prokes ketat, pembelajaran tatap muka sd dan smp di batam tetap berlangsung",Indonesia,2022-02-08 08:00:59+00:00
1,Positif,mayangkaranews,"#langlangkota  ► sma dan smk di blitar kembali menerapkan pembelajaran tatap muka atau ptm 100 persen, karena kota blitar berstatus level 1 penularan covid-19.",Jln. Ciliwung 32a Kota Blitar,2022-02-08 07:49:25+00:00
1,Positif,redaksisuma,"pemerintah kota palembang, sumatera selatan memutuskan penerapan sistem pembelajaran tatap muka (ptm) untuk siswa sd dan smp di kota itu hanya berlangsung secara terbatas selama dua hari dalam sepekan.   #sekolahtatapmuka #ptm #ptmterbatas #sumaid",,2022-02-08 07:29:21+00:00
-1,Negatif,humassekms,takut ah masuk pembelajaran tatap muka,,2022-02-08 07:27:10+00:00
1,Positif,Bawaslu_malang,7. mengisi surat pernyataan kesediaan mengikuti pelatihan sampai selesai.  fasilitas : materi perlatihan dalam bentuk file pdf dan sertifikat pelatihan   masa pembelajaran : pembelajaran tatap muka selama 6 kali pertemuan di kantor bawaslu kota malang.,"Kota Malang, Jawa Timur",2022-02-08 07:21:42+00:00
1,Positif,tvrisumbar,"vaksinasi menjadi syarat pembelajaran tatap muka siswa dan pelajar di kota padang. sementara itu, pkl jembatan siti nurbaya menolak dipindahkan  saksikan informasi selengkapnya dalam sumatera barat hari ini pukul 16.00 wib hanya di tvri   #mediapemersatubangsa","Kota Padang, Sumatera Barat",2022-02-08 07:11:09+00:00
1,Positif,LaikoLegend,"ppkm kembali diperpanjang disejumlah wilayah, dan atura untuk ptm agar menekan penyebara kasus omicron  taat protokol kesehatan","Kota Gorontalo, Gorontalo",2022-02-06 03:37:19+00:00
1,Positif,firman__nurhuda,"halo @kemenkesri , apakah ada pertimbangan ptm disaat lonjakan kasus covid-19 disebabkan transmisi lokal dan omicron.  kalau bisa menurut saya , ptm diubah pjj aja disemua daerah karena ini bukan virus biasa walaupun udh divaksin.  *fn",Republic Of Indonesia,2022-02-06 02:56:12+00:00
