,Username,Content,Location,Created at,Month
649,Anggita_lung,walikota bandung yana mulyana meminta seluruh pihak agar tetap  mentaati prokes saat  ptm dan  saat masa  mpls disekolah.  sekolah juga  harus  mendorong siswa  lebih disiplin prokes saat  pengenalan kebiasaan baru.   #wajibvaksindisiplinprokes agustus 2022,,2022-08-02 01:25:34+00:00,
650,nnaanahz,ayo stream ptm,engene only,2022-08-02 01:21:05+00:00,
651,Penyair_Berdiri,ketua dpr ri @puanmaharani_ri meminta pemerintah memberi perhatian lebih penerapan prokes di sekolah saat ptm 💯 % .  puan juga meminta satgas covid-19 untuk meningkatkan 3t agar laju kenaikan kasus bisa ditekan semaksimal mungkin.  #wajibvaksindisiplinprokes agustus 2022,,2022-08-02 01:08:38+00:00,
652,Iovinghyunjin,@gembalabirybiry gaenak.. aku tim ptm 😫😫,,2022-08-02 01:01:42+00:00,
653,enoughfouryou,selamat pagi dr ak yang murid sekolahnya banyak yang kena cov tp ttp ptm 100% fullday,,2022-08-02 01:01:34+00:00,
654,Iovinghyunjin,@realstrayxkids lahh aku malah maunya ptm 😭😭,,2022-08-02 01:01:03+00:00,
655,cnbcindonesia,"aturan ppkm jakarta terbaru: siswa positif covid, ptm disetop",Jakarta Capital Region,2022-08-02 01:00:20+00:00,
656,CahAngo45022699,pemerintah kembali keluarkan surat edaran tentang dikresi atas pelaksanaan skb 4 menteri pada masa pelaksanaan ptm di masa pandemi covid 19,jawa tengah,2022-08-02 00:45:16+00:00,
657,kalderanews,"kasus covid meningkat lagi, anak batuk pilek dilarang ptm di sekolah, guru harus vaksin booster -",Jakarta,2022-08-02 00:44:09+00:00,
658,kalderanews,"diskresi ptm dihentikan 5-7 hari, inilah isi lengkap surat edaran kemendikbudristek tersebut -",Jakarta,2022-08-02 00:40:24+00:00,
659,puspom_tni_ad,denpom xvi/1 ternate melakukan kegiatan walturdallalin kunker pangdam xvi/ptm di wilayah maluku utara  #tniadmengabdidanmembangunbersamarakyat  #denpomternate,"DKI Jakarta, Indonesia",2022-08-02 00:32:04+00:00,
660,thngsrora,"@schfess kelas 7 sebelum cororong datang, sama kelas 9 pas ptm",,2022-08-02 00:31:09+00:00,
661,ashleyvarela___,mrk normaris es rhlm jajjakajak la amo ptm,En tú corazón bb ,2022-08-02 00:28:22+00:00,
662,peterpluvbot,ptm ruby,,2022-08-02 00:20:39+00:00,
663,STUDVSA,minggu depan udahh balik ptm! yey!!!🥳,,2022-08-02 00:19:54+00:00,
664,choerrxi,"karena aku udah sekolah ptm + full day sampe sore, aku bakal open menjelang sore yhh :"")",WH : 16.00 - 22.00,2022-08-02 00:18:56+00:00,
665,Darmisudar,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-08-02 00:11:41+00:00,
666,Mia33585706,pemerintah terbitkan surat edaran ptm terbaru  ᕙ༼◕ ᴥ ◕༽ᕗ ☕❣️  #ciptakanindonesiahebat,,2022-08-02 00:07:41+00:00,
667,Mia33585706,pemerintah mengeluarkan surat edaran untuk pelaksanaan ptm  ᕙ༼◕ ᴥ ◕༽ᕗ ☕❣️  #ciptakanindonesiahebat,,2022-08-02 00:05:33+00:00,
668,aratosca,"itu stranger yg ptm yak. gmn klo online, spt di socmed?","Bali, Indonesia",2022-08-02 00:02:37+00:00,
669,jisoofyu4,"@fell_fell_ia sudah makann, jangan lupa sarapan fell, semangatt ptm 🙌🏻",jisoo heart ,2022-01-23 23:57:57+00:00,
670,cresswhoree,@lovessfalcone ptm kon, 1/8💌,2022-01-23 23:41:07+00:00,
671,hiddlesxdm,@pera_agresiva jaksja media hora? la ptm,,2022-01-23 23:40:08+00:00,
672,SenpaiMuramasa,@makacsgo @6ixtos ptm maka,,2022-01-23 23:39:44+00:00,
673,dxlce_u,@sebi_del_rey bruh :( ptm,,2022-01-23 23:31:19+00:00,
674,holopiscom,mendikbudristek nadiem anwar makarim mengizinkan sekolah menghentikan pembelajaran tatap muka (ptm) jika ada yang terpapar covid-19.  @nadiemmakarim  @kemdikbud_ri  #ptm  #covid19,Jakarta,2022-01-23 23:30:00+00:00,
675,Karenpool_95,@mendicuti095 broo reaal ptm,,2022-01-23 23:22:23+00:00,
676,soflvsjin,ptm besame,,2022-01-23 23:20:07+00:00,
677,dany_lovesbooks,@nekkocaffe stan ptm,,2022-01-23 23:10:24+00:00,
678,dynamitespicy,pr banget ngapus nail polish jam 6 pagi gegara mau ptm 🫠,,2022-01-23 22:47:56+00:00,
679,pacarponatt,slamat pgi dri sy yg ptm males pjj kesiksa,,2022-01-23 22:35:54+00:00,
680,BantalJeno,"ulhar hari ini cug, mana gue kebagian ptm",she,2022-01-23 22:27:21+00:00,
681,heinnana,"@askrlfess pas jadi guru magang gue biarin aj itu siswa ga ngerjain tugas, yg penting pas tiap ptm udh gue ingetin... males bgt harus chat pribadi kaya gituu, iya kalo cuma satu dua lah ini kek mayoritas ga ngumpulin tugas semua😩✊🏻",konohagakure,2022-01-23 22:20:29+00:00,
682,carnobaraa,semangat yang harini ptm 🫠🫶🏻,,2022-01-23 22:16:04+00:00,
683,devervile,"kalo dance gg, aku paling suka liat gerakan rambutnya. kek satisfying aja gitu.  tapi bg juga sih. terutama pas enha di b-c &amp; ptm. aku pun ikutan bumping (?) kepala pas bagian ""you stay, still? you stay? you stay? *der!*""",Decelis Academy 🏫,2022-01-23 22:13:54+00:00,
684,oreomild,"@schfess cepet sih, dari pas masuk ptm kek langsung dekat aja lalu mengalir membentuk circle",bumi,2022-01-23 21:38:50+00:00,
685,_kithzia,mmh ptm estoy harta ya,,2022-01-23 21:24:41+00:00,
686,engrwasimkhan,"@ptifamilydesk @habibakhan7781 pdm, ptm, pti aur matiullah jan tum sab ghaleez ho.",,2022-01-23 20:37:32+00:00,
687,erickavilvaz,ptm koiii,,2022-01-23 19:52:10+00:00,
688,kissbumblee,@jjeon_jk07 ptm jaksndualan carajo,"Lima, Peru",2022-01-23 19:40:34+00:00,
689,NTX24,"agen travel di kab.natuna ptm. cakra indika tour &amp; travel (jl. imam ismail kel. ranai, 29783) #travel #natuna",exactly Natuna,2022-01-23 19:09:59+00:00,
690,ricardoppperera,jakskaskaja ptm,,2022-01-23 18:56:28+00:00,
691,_galihap,"@convomfs awal awal ptm pas masi kelas 12, aneh aja disekolah kok gini bgt typingnya",isekai,2022-01-23 18:46:15+00:00,
692,164Ul,@ansaraabbasi bc buddy tu ny verification krni nai hoti ore copy paste mar deta.ya apny aqa ki trf sy jo tumhehn haddi dalty waisy krta. imran khan k followers tanqeed jitni b kr ly but apni army k khilaf kbi b aisa ni keh  noon league ya ptm k he hongy dukandar munafiq,لاہور  پنجاب پاکستان,2022-01-23 18:38:40+00:00,
693,YameenNasari,@ranikakarsarang qurban ptm zindabad ♥️😍,,2022-01-23 18:37:42+00:00,
694,Endahwu19,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 18:15:47+00:00,
695,RanaBil10485167,"kya ap ptm ( pashtoon tahaffuzmovement) jeisi party per bhi ban k khilaf hein ? jis per ispr n enemy agencies se funding k ilzam lagaya. lekin ajkal humari fed.govt bhi un hi agencies ki funded hei, is lye is party ko bhi izzat mil rehi hei.",,2022-01-23 17:52:08+00:00,
696,njmnana_0813,"bsk sklh, bljr lagi wkwk, kapan ptm ditutup? ud muakk😵‍💫",NOMIN!!!!,2022-01-23 16:05:19+00:00,
697,bersvinar,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",cube,2022-01-23 16:00:18+00:00,
698,TRENdotNEWS,"anak yang aktif ptm berisiko terpapar covid-19, ahli sarankan sekolah lakukan hal ini",,2022-01-23 15:50:52+00:00,
699,coffehelp,ahhhhh ptm jaksnsks,,2022-01-23 15:38:22+00:00,
700,egkjlss,at least klo emg tetep mau ptm nyalain zoom jg kek biar yg sakit bisa bljr 🧍‍♀️ketinggalan pelajaran seminggu kan mayan bgt jir,,2022-01-23 15:30:22+00:00,
701,gelby_R4,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 15:30:15+00:00,
702,safetypinhere,@callmemiwww sudah mulai ptm soalnya🙂,ladang babi Haknyeon,2022-01-23 15:27:35+00:00,
703,KelSamawa,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 15:27:08+00:00,
704,isalucuu,ptm 100% membuatku enggan bersekolah,"16 , she",2022-01-23 15:19:22+00:00,
705,radarlampung,surat edaran disdikbud bandar lampung soal ptm dan online bisa pengaruhi semangat belajar   #ptm #disdikbudbandarlampung #belajartatapmuka #semangatbelajar,Bandar Lampung,2022-01-23 15:12:07+00:00,
706,bukanakbaik,"stlh udh fix ptm, jd liatnya ide bekal terus  nambah wishlist, abis mendambakan smiggle. skrg nambah mendambakan penny, munchbox🫠🫠🫠",,2022-01-23 14:58:08+00:00,
707,kissbumblee,@tl0vsjk ptm ya,"Lima, Peru",2022-01-23 14:57:14+00:00,
708,detikcom,catat ya! aturan ptm terbaru harus diterapkan oleh satuan pendidikan sesuai diskresi skb 4 menteri. apa saja aturan ptm terbaru?  via: @detikedu,"Jakarta, Indonesia",2022-01-23 14:54:30+00:00,
709,i_kiss_your_mom,i miss pjj #real ini mah 1 hari ptm setara dengan 1 minggu pjj #physicallyandmentallynotreadyhelp,,2022-01-23 14:53:53+00:00,
710,smolbruni,sumpah selama mulai ptm tuh ngeklik ikon twitter butuh energinya berasa kayak narik traktor pake tali alias berat bgt anjgz gue jadi ketinggalan banyak 😔😔😔,mx && atz,2022-01-23 14:52:06+00:00,
711,21BeritaTerkini,satgas covid-19: anak perlu diajarkan disiplin prokes selama sekolah ptm,,2022-01-23 14:50:09+00:00,
712,lelestudyie,01.08.2022  ptm lagi🤩🤩 karena abis les jadi cmn ngerjain tugas buat besok. rest well all💞,,2022-01-23 14:41:29+00:00,
713,zfakhryc,@farrelrff gapeduli dah gua sumpah pusing anjg ptm,,2022-01-23 14:38:44+00:00,
714,mediaindonesia,anak perlu diajarkan disiplin prokes selama ptm. reisa broto asmoro menyatakan bahwa anak perlu diajarkan disiplin protokol kesehatan selama pembelajaran tatap muka (ptm).,Jakarta - Indonesia,2022-01-23 14:38:32+00:00,
715,mr_fauzai,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 14:31:56+00:00,
716,kumparan,surat edaran (se) ini diterbitkan dengan memperhatikan situasi pandemi covid-19 di beberapa daerah. #kumparannews,,2022-01-23 14:28:02+00:00,
717,Jenipeeerr1,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 14:18:40+00:00,
718,llawlietwifes,@haruchivoo blm selesaiii. sisa 2 lg tp agak mls. yak ak udh ptm normal kok dr awal semester,cringe bitch ,2022-01-23 14:17:14+00:00,
719,tartazkay,@hiyortomoe setuju aku lebih baik pjj daripada ptm 😭🙏🏻,,2022-01-23 14:12:53+00:00,
720,GATRA_com,kemendikbudristek terbitkan surat edaran aturan terbaru ptm,"Jakarta, Indonesia",2022-01-23 14:12:02+00:00,
721,haruchivoo,"@llawlietwifes wahhh, enak tugas dah seleaaii. besok masih ptm?",she/her - 18,2022-01-23 14:11:11+00:00,
722,xixibill,@schfess beli paketan yang 2 minggu 3gb. soalnya hp jarang dipakai semenjak ptm,dimana?,2022-01-23 14:07:18+00:00,
723,InvestorID,kemendikbudristek terbitkan aturan terbaru terkait ptm,"Jakarta, Indonesia",2022-01-23 13:58:10+00:00,
724,Darmisudar,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 13:57:01+00:00,
725,Mugniar,#blogparaikatte perkuat daya tahan tubuh anak untuk hadapi ptm  @paccarita,Makassar,2022-01-23 13:50:18+00:00,
726,amasaawa,dulu tuh kurang bertemen aj makanya males ptm hhhehehehehh skrg sy dah pny temen 😁🌟,,2022-01-23 13:49:12+00:00,
727,amasaawa,bau bau nya pjj lg sial gue udah pewe sm ptm,,2022-01-23 13:49:12+00:00,
728,VarnnisxR,"buat orang yg bilang ""ah pjj bikin turu ngga belajar"" mana anjirr, perasaan ini aing ptm waktu turunya makin makin ajaib turu terusss???",Bhojong Ghede,2022-01-23 13:44:41+00:00,
729,april_hamsa,"agustus ini bulan kedua anak2 ptm lg.sepertinya mulai ada bbrp berita anak sakit ya?maka,agar anak2 kita gak sakit jg,bu @duniaeni menyarankan jaga imunitasnya,salah satunya dgn konsumsi makanan bergizi&amp;suplemen.mau tau suplemen apa yg recommended?baca ini",Surabaya-Jakarta PP,2022-01-23 13:31:58+00:00,
730,dian_ismy,"melepas anak tk&amp; sd untuk ptm memang bikin was2. mereka kadang enggak prokes. bukan karena enggak jaga kesehatan. tapi ya murni karena pengap lah, lupa cuci tangan lah, dll. makanya ortunya kudu booster suplemen jg. agustus baca di  info @duniaeni",Jogja - Jakarta,2022-01-23 13:30:32+00:00,
731,05h08pm,anjrrr ak gmw ptm mw onlen mw onlen mw onlen mw onlen mw onlen klo gk ush skolah gk ush skolah gk ush skolah,,2022-01-23 13:24:40+00:00,
732,05h08pm,@convomf iyaaa pls aku pilek sihh mana harus ptm 😭😭😭,,2022-01-23 13:21:03+00:00,
733,taek00psiee,@schfess sekolah ku udah 9 orang yang positif c tapi masih ptm,🐯🐰,2022-01-23 13:18:30+00:00,
734,ofit_dj,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 13:16:49+00:00,
735,kittygabs_,noooooo la rw ptm noooo no mi jaehyun,she/her | 16 | armyzen ,2022-01-23 13:14:57+00:00,
736,4cter6stx,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 13:08:07+00:00,
737,lilianlolanda,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 13:04:49+00:00,
738,Fajulenmi,oe ya mano ptm!,"Miraflores, Peru",2022-01-23 13:01:48+00:00,
739,axcheeaa,@schfess ayo pjj uda cape ptm tpi maunya pjj 2-3minggu aj siee,mulfand,2022-01-23 12:58:54+00:00,
740,radarbogorID,"siswa kena covid-19, ptm diganti pjj selama 5–7 hari","Bogor, Jawa Barat",2022-01-23 12:58:43+00:00,
741,airinsjourney_,"@schfess ada + sama - nya sih, nder. kalo pjj entah kenapa aku lebih ngerti sama pelajaran, tapi ya gitu . . . mungkin guru ga liat proses kita ya? dikira googling kali? jadi nilaiku lumayan anjlok dari smp dulu. tapi pas ptm pelan pelan nilaiku naik drastis walaupun stress bgttt~",fk²³,2022-01-23 12:58:30+00:00,
742,KetjehIlham,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 12:58:06+00:00,
743,intip_solo,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip","ÜT: -7.567953,110.793929",2022-01-23 12:54:31+00:00,
744,duniaeni,"bulan agustus tiba, jangan lupa tetap jaga kesehatan. anak2 semoga bisa tetap ptm dan ibu jangan lupa jaga imun si kecil, tipsnya bisa deh ikuti cerita mam @april_hamsa bagaimana menjadi putrinya agar tetap memiliki imun yang kuat",Depok,2022-01-23 12:53:35+00:00,
745,Chio7845,@detikcom gw heran ama temen temen gw  knp sih pengen covid naik lagi sampe ada yang sholat di sepertiga malam doa semoga covid naik lagi kan enak gini  ptm 100% daripada 50%,"Kalimantan Selatan, Indonesia",2022-01-23 12:49:22+00:00,
746,detikcom,"kasus covid-19 kembali meningkat, temuan anak positif covid-19 di sekolah tak langsung membuat ptm disetop. satgas beberkan aturannya:","Jakarta, Indonesia",2022-01-23 12:44:34+00:00,
747,rhan_daily,"@schfess walopun 10-11 pandemu tpi ttp asik apalgi pas mulai ptm tuh behhh, kelas gue anaknya asik2",rant acc,2022-01-23 12:43:25+00:00,
748,ney_tirryy,"gila anjir gue, ini ptm 100%, tugasnya jadi ikut 100% juga fak",di mana mana,2022-01-23 12:37:07+00:00,
749,canopustethic,@venicellee kok ga berhenti dulu ptm nya :(,she/her,2022-01-23 12:35:41+00:00,
750,detikedu,"ini 6 aturan ptm terbaru berdasarkan diskresi skb 4 menteri, catat ya!",,2022-01-23 12:32:56+00:00,
751,haechanahceyaah,semenjak ptm fullday aku merasa jd smakin emosyonal 😪,,2022-01-23 12:30:15+00:00,
752,fahfah_202,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 12:27:46+00:00,
753,_zzurastudy,udah mulai ptm jadi jarang buka akun ini t____t,she/her | 26 ,2022-01-23 12:26:34+00:00,
754,IiiihhSapa,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 12:19:10+00:00,
755,venicellee,"tbh, takut bangett ptm, di sekolah banyak banget yang + coronce :((",Studytweet & Booktweet,2022-01-23 12:17:36+00:00,
756,jinjerrnim,"sumpah takut banget anjir, fyp gue isinya sound tiktok yg ""kalo lagi seneng tuh jangan berlebihan"" trus itu tuh videonya rata rata yg pada seneng ptm tau tau pjj lagi gara gara covid  plis takuttt, gamau pjj, kalo bisa pjj pas ulangan aja gpp😭🙏🏻",,2022-01-23 12:14:33+00:00,
757,tempodotco,kemendikbudristek menerbitkan edaran terkait pembelajaran tatap muka (ptm) terbaru berdasarkan diskresi surat keputusan bersama (skb) 4 menteri. #tempotekno,Indonesia,2022-01-23 12:09:51+00:00,
758,soloposdotcom,"kemendikbudristek terbitkan aturan baru penghentian ptm, begini isinya","Solo, Central Java, Indonesia",2022-01-23 12:09:07+00:00,
759,detikcom,aturan ptm terbaru harus diterapkan oleh satuan pendidikan sesuai diskresi skb 4 menteri. apa saja aturan ptm terbaru?,"Jakarta, Indonesia",2022-01-23 12:07:43+00:00,
760,harian_momentum,disdikbud metro pastikan ptm berjalan lancar | harian momentum,Bandarlampung,2022-01-23 12:05:55+00:00,
761,ShanickRobles,run bts regresa ptm!!,,2022-01-23 12:04:53+00:00,
762,nabillaSN24,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 12:02:33+00:00,
763,gerkxju,"kasus covid19 melonjak, puan maharani minta masyarakat untuk mengurangi aktivitas keramaian dan perketat proses ptm.  puan capres pdip",,2022-01-23 12:01:28+00:00,
764,soloposdotcom,sd swasta di solo setop ptm gegara 5 murid dan 1 guru positif covid-19,"Solo, Central Java, Indonesia",2022-01-23 12:01:03+00:00,
765,jagapatidotcom,"tapi, tenang aja, saat ini udah banyak yang pulang. namun, beberapa pelajar perantau masih karantina di isoter dan masih ada tambahan kasus juga.  🤔 pak bupati, apa ga mau tahan ptm dulu?  (3/4)",Jakarta,2022-01-23 12:00:10+00:00,
766,jagapatidotcom,satu lagi super klaster di sleman! 😱  🤔 beda sekolah lagi? 🤔 masih tetep ptm ga?  a thread  (1/4),Jakarta,2022-01-23 12:00:10+00:00,
767,klikwarta_com,"terapkan prokes ketat, cegah kenaikan kasus covid-19 saat ptm","Kota Bengkulu, Bengkulu",2022-01-23 11:50:29+00:00,
768,waynemaanor,gua mau ptm,,2022-01-23 11:37:58+00:00,
769,antaralampung,ini aturan terbaru terkait ptm,"Lampung, Indonesia",2022-01-23 11:33:53+00:00,
770,manukaamericano,yak udh fix kuliah ptm😃,,2022-01-23 11:33:00+00:00,
771,mediamonitor21,surat edaran baru ptm masa pandemi atur pemberhentian pembelajaran,,2022-01-23 11:20:04+00:00,
772,thebstudy,"walau ptm tertekan setidaknya ada yang masuk, klo pjj lgie semoga aj yh🙇🏻‍♀️",she/her,2022-01-23 11:16:57+00:00,
773,JISUNGW0RLD,@lixmybff pls pray for my school juga karena mereka batu banget mau ttp ptm pdahal banyak yg kena covid 🤧,she her,2022-01-23 11:07:23+00:00,
774,emili_awati,"@ritafauzh jabatan tertinggi ketum ptm udah di tangan,, ngapain jadi direktur 😁","Puger, Indonesia",2022-01-23 11:07:05+00:00,
775,shamasukuni,@sayaanakambis gaada ptm soalnya ada acara purna bakti kepsek😆😆,17 | she/her/they,2022-01-23 11:02:36+00:00,
776,IDNTimesLampung,penghentian ptm 5-7 hari,"Lampung, Indonesia",2022-01-23 11:01:33+00:00,
777,idnjaya89,"radar bogor : siswa kena covid-19, ptm diganti pjj selama 5–7 hari",,2022-01-23 11:00:07+00:00,
778,VIVAcoid,"kementerian pendidikan, kebudayaan, riset, dan teknologi (kemendikbudristek), menerbitkan surat edaran (se) nomor 7 tahun 2022 mengenai diskresi pelaksanaan keputusan bersama 4 (empat).  selengkapnya :   ___ #vivacoid #kemendikbud #covid-19",,2022-01-23 11:00:03+00:00,
779,BKSANGWAN,ptm 30-7-2022 vaish sr sec school bhiwani haryana,"Bhiwani, India",2022-01-23 10:50:23+00:00,
780,_skzskzskzskz,repost q lang kasi di kaya ng ptm,h/him 20,2022-01-23 10:47:43+00:00,
781,qbayyinah91,"kemendikbud terbitkan edaran setop sementara ptm, antisipasi covid-19 melonjak",Indonesia-Türkiye,2022-01-23 10:45:01+00:00,
782,LuisVicencioVlz,amalaya una hamburguesa ptm,,2022-01-23 10:42:35+00:00,
783,BeMeAndGo,"jadi otomatis jarang banget yang memilih untuk ngekos. nah, di area kosanku masih sepi penghuni belum se-rame sekarang karena semester 2 sudah ditentukan ptm 100%. waktu itu temen kosan kebetulan pada pulang dan hanya tersisa 4 orang. teman sekamarku juga pulang waktu itu. nah, -",,2022-01-23 10:42:34+00:00,
784,antaranews,"bagi para orang tua atau tenaga pendidik, yuk cek aturan terbaru terkait ptm!",NKRI,2022-01-23 10:42:19+00:00,
785,cherryshoot_,bisa bisanya sekolah gw ada 5 atau 6 orang (lupa gw) kena covid masih ptm. tai.,,2022-01-23 10:38:37+00:00,
786,BeMeAndGo,"oke, jadi aku mau cerita pengalaman horrorku di kosan.  jadi, aku ngekos di perumahan yang katanya bekas kebun gitu. jadi waktu itu aku masih semester 1, waktu itu masih belum 100% diterapkan ptm dan hanya 50% alias menggunakan sistem rolling atau gantian gitu setiap pertemuan-",,2022-01-23 10:38:36+00:00,
787,jawapos,"siswa kena covid, ptm diganti pjj selama 5–7 hari",Jakarta,2022-01-23 10:22:18+00:00,
788,mervill_e,@schfess sekolahku udah banyak yang + bahkan ada yang nyampe masuk rs tapi tetep aja ptm fullday nder mana guru guru banyak yang gak pake masker terus batuk batuk lagi... makin takut dahh🙂🙂,,2022-01-23 10:21:53+00:00,
789,Febriani_Kezia,ide bekal tiap hari jd pr lagi setelah 2 tahun ptm..,earth,2022-01-23 10:21:22+00:00,
790,gataujujurr,@gabriellaulina si paling ptm deh,,2022-01-23 10:19:40+00:00,
791,jnkkmoonbit,"sks nya matkul hkm acara pidana lebih banyak dari hkm acara pdt 😌 bener"" bisa buat mantepin hati si ini. ya allah semoga ptm 😭🙏",Bunny💜holly  ,2022-01-23 10:13:07+00:00,
792,nkygjk00,jungwon ptm,,2022-01-23 10:12:44+00:00,
793,annecdotte,"@godblessaya @schfess pjj colab with ptm kack, sat set sat set ulangan, ujian sekolah, ujian praktek, foto katalog, wisuda",,2022-01-23 09:48:44+00:00,
794,Antara_Kalteng,bupati ingatkan seluruh sekolah di gumas tetap disiplin prokes saat ptm,"Jl. RTA Milono Km 2,5 Palangka",2022-01-23 09:44:30+00:00,
795,letcugooooo_30,"@schfess kelas 7 sm 9. kelas 7 before c-19, itu seruuu bisa banyak main sama temen2 di sekolah. kelas 8 corona jadi ga asik, kelas 9 udh mulai ptm, ketemu temen-temen ku yg ber6 ini, walupun kita dibeda sesi si, cuma pas ptm 100% asik bisa ketemu. sekarang kelas 10, ak blm ngerasa seruu",they/are,2022-01-23 09:44:25+00:00,
796,hikapaw,yeay balik ptm &lt;3,rl things,2022-01-23 09:44:07+00:00,
797,devervile,yg penting attention udah bisa kuplay sepuas²nya bareng ptm.  itu.,Decelis Academy 🏫,2022-01-23 09:43:58+00:00,
798,spaceturns,"@schfess no please, gpp 50% tp yang penting tetep ptm",She/her,2022-01-23 09:33:13+00:00,
799,seungluvx,jgn sampe pjj lg mending capek sekolah daripada capek ga ngerti karna ga ptm alias online,DNF!,2022-01-23 09:15:20+00:00,
