Username,Content,Created at
osakiishotaroo,cepetan ptm deh. Aku gatau mau ngapain kalo di rumah terus Ya Allah,2022-04-07 22:49:54+00:00
ljndracs,YA ALLAH TOLONG STOP CORONA INI,2022-04-07 22:46:28+00:00
ljndracs,sekarang ptm tapi tadi dikabarin besok mau pjj lagi soalnya ada yang positif,2022-04-07 22:39:48+00:00
frikitonx,"guna mendukung pelaksanaan pertemuan tatap muka, sekolah menggelar serbuan vaksin ",2022-04-07 22:33:55+00:00
jungkookpijon,stres di rumah woi ptm kapan ptm,2022-04-07 22:11:43+00:00
inka_koola,ptm oke,2022-04-07 20:50:15+00:00
ljndracs,ptm uwu. Pjj tidak!!,2022-04-07 20:24:15+00:00
taeginime,ptm. Soalnya bisa nyemangatin temen yg stres,2022-04-07 19:59:57+00:00
nadeemrazaSh,semenjak ptm jadi happy,2022-04-07 19:48:57+00:00
SuperstarGay_,sekarang udah ga ptm lagi garagara omicron,2022-04-07 19:48:09+00:00
k_krahul,omicron anjing. Ptm di stop. Gua cape di rumah,2022-04-07 19:35:11+00:00
dod6ie,sedih banget huhu udah seneng ptm tiba tiba covid naik,2022-04-07 19:32:00+00:00
kissbumblee,besok udah mulai full pjj lagi anjir,2022-04-07 19:31:43+00:00
churi_1,PJJ CUMA BIKIN CAPE,2022-04-07 18:08:59+00:00
ingriddm21,enakan ptm sih,2022-04-07 17:57:57+00:00
ShJ41447833,"ditemukan kasus covid di sekolah, ptm dihentikan",2022-04-07 17:43:35+00:00
_tanya_drdz,menurut aku ptm atau pjj tuh ga masalah wkwk,2022-04-07 17:41:31+00:00
pingaIover,aku tuh takut ptm huhu,2022-04-07 17:30:39+00:00
KitaKanbicara,pjj anjing. Keseringan liat hp pas ptm jadi cape liat papan tulis,2022-04-07 17:15:41+00:00
nbiebs36,SEMANGAT PTM 100%,2022-04-07 17:02:16+00:00
RAJA93859503,"ptm, karena bisa berinteraksi sama teman",2022-04-07 16:42:42+00:00
YAHYAKH87438168,stres anjing pjj anjing tugas ga ngotak,2022-04-07 16:37:33+00:00
Sagarika_Shakhi,ptm 50% kelas sepi banget haha,2022-04-07 16:35:05+00:00
7m49w1do5yuqwmn,random sekali pemerintah soal kebijakan ptm ini wkwk,2022-04-07 16:32:14+00:00
SalmanA81304441,pen pjj anjing,2022-04-07 16:10:43+00:00
AdeelAdal1,ptm uda drop 2 kali . Aduh tua,2022-04-07 15:55:42+00:00
Marcepau3,ptm sih. Lebih nangkep aja pelajarannya,2022-04-07 15:46:03+00:00
Mugniar,jujur takut ptm,2022-04-07 15:35:12+00:00
mediaindonesia,aku mendukung ptm karena cape di sekolah,2022-04-07 15:30:00+00:00
jamettapikece,covid melonjak kok bisa temen gua ptm,2022-04-07 15:19:34+00:00
007ramkaushik,apa kamu tidak takut ptm ,2022-04-07 15:10:21+00:00
99torresangel,iya tapi ini ptm 50% aja,2022-04-07 15:01:27+00:00
ShahidK01648323,ptm karena nyaman ketemu temen-temen,2022-04-07 14:56:48+00:00
lovesickaig,pjj tuh kita Cuma disuruh baca buku paket doang,2022-04-07 14:50:35+00:00
xyttnx,cape anying beneran dah enak ptm,2022-04-07 14:41:41+00:00
ahenngf,omicron diem dulu anjing pengen ptm nih,2022-04-07 14:40:13+00:00
gupikhaobb,omicron lagi naik bisanya lu ptm anzeng,2022-04-07 14:19:50+00:00
manusyakuattttt,omicron musnah anjing. Gue belum pernah ngerasain pertemuan tatap muka anjing,2022-04-07 14:08:05+00:00
geeloaktwt,pertemuan tatap muka ditunda lagi,2022-04-07 14:02:18+00:00
geeloaktwt,takutnya masih 100% pertemuan tatap muka pas covid gini,2022-04-07 14:01:04+00:00
AKFelicia,tsunami omicron anjing covid anjing,2022-04-07 13:38:16+00:00
Philip42779661,"pas ada berita covid naik, sekolah aku baru ptm huhu",2022-04-07 13:33:26+00:00
Baaz_aa_Ch,omicron emang anjing,2022-04-07 13:16:45+00:00
palvgue,aromanya sih gak jadi ptm,2022-04-07 12:58:50+00:00
royalsseu,mending cape sekolah daripada cape pjj,2022-04-07 12:58:10+00:00
Yossyro1,YA ALLAH CAPE PJJ CAPE DEPAN LAPTOP,2022-04-07 12:46:57+00:00
Pakhtun_Rooz,lonjakan kasus omicron bikin sekolah pjj lagi,2022-04-07 12:46:42+00:00
nexusdeux,ptm bikin takut kalo di situasi kaya gini,2022-04-07 12:20:47+00:00
gwenoisy,ptm tersendat karena lonjakan kasus covid,2022-04-07 12:17:42+00:00
nexusdeux,kabar bahagia. Sekolah saya ptm wkwk,2022-04-07 12:16:33+00:00
iS2mnji,ptm kapan ya. Ketemu temen gak bikin ansos kaya pjj gini,2022-04-07 11:56:21+00:00
urmyyohan,sekolah aku akan menyusul sekolah lain soal ptm katanya,2022-04-07 11:55:17+00:00
KangSirmadji,ya gusti pembelajaran tatap muka aj abis gak sih,2022-04-07 11:52:03+00:00
voidotid,ptm pasti seru ya allah bosen pjj,2022-04-07 11:27:02+00:00
nadaliciasihna,kapan ptm,2022-04-07 11:12:22+00:00
jawapos,ptm di sekolah kami berjalan dengan baik nder,2022-04-07 11:04:45+00:00
Chrs49937622,"komisi perlindungan anak indonesia (kpai) menyatakan, berdasarkan hasil survei yang mereka lakukan, 61 persen responden menyatakan setuju kebijakan pembelajaran tatap muka 100 persen",2022-04-07 10:53:49+00:00
aleaaiueol,"padahal ya, ptm seru banget bisa kenal karakter masing-masing teman",2022-04-07 10:53:26+00:00
antoniohamsun,enakan ptm lah bisa ngobrol,2022-04-07 10:52:53+00:00
rekha35609163,PTM CAPE. ENAK PJJ WKWK,2022-04-07 10:45:49+00:00
kinnx__,sepengalamanku pjj gak efektif,2022-04-07 10:14:31+00:00
kunlaluv,karena pjj mereka ada yang ga nyimak materi,2022-04-07 10:04:02+00:00
KimBoisIlakes,ptm buru-buru dihentikan,2022-04-07 10:03:43+00:00
arcticigaretts,sekolah aku kena kritik dari orang tua siswa soal ptm 100%,2022-04-07 09:59:22+00:00
aandreaani,pembatasan angka kunjungan kerja disebabkan adanya pjj lagi,2022-04-07 09:58:43+00:00
crushlici0us,para orang tua menyampaikan pesan kekawatiran dengan pembelajaran tatap muka,2022-04-07 09:58:37+00:00
jzjhnnjlh,tak mudah bagi keluarga yang tak punya gawai untuk ptm,2022-04-07 09:58:33+00:00
iS2mnji,pjj sulit karena orang tua tidak mudah mendampingi anak belajar,2022-04-07 09:38:52+00:00
anakmsebeth,takut juga sih kalau tatap muka,2022-04-07 09:29:04+00:00
mediaindonesia,terserah deh au gimana mau covid terserah udah cape ptm pjj terserah,2022-04-07 09:18:30+00:00
2020Berita,orang tua harap2 cemas kalo pjj lagi,2022-04-07 09:10:30+00:00
cintabitcoin,"ppkm kembali diperpanjang, ptm di stop",2022-04-07 09:09:57+00:00
SKHmemorandum,"orang kerja diminta wfh, anak sekolah ptm, orang tua takut",2022-04-07 09:06:59+00:00
anakmsebeth,sekolah aku udah stop ptm lagi nder. Kemarin di kelas ada yang positif covid,2022-04-07 08:57:54+00:00
RSGaming41,Ya Allah kapan covid berakhir,2022-04-07 08:51:50+00:00
Shanghong20,ptm akan ditiadakan sementara mengingat lonjakan kasus covid tiba tiba,2022-04-07 08:49:56+00:00
beyoutheefull,semangat ptm!!!,2022-04-07 08:48:17+00:00
Bosowa27,ptm bikin takut kalo di situasi kaya gini,2022-04-07 08:47:55+00:00
MuradKh01757955,ptm tersendat karena lonjakan kasus covid,2022-04-07 08:44:28+00:00
myaeriselle,"komisi perlindungan anak indonesia (kpai) menyatakan, berdasarkan hasil survei yang mereka lakukan, 61 persen responden menyatakan setuju kebijakan pembelajaran tatap muka 100 persen",2022-04-07 08:37:34+00:00
ull50928990,kegiatan pertemuan tatap muka melibatkan banyak orang. Apalagi covid sedang tinggi,2022-04-07 08:25:06+00:00
matakitaco,ptm sekolah tetap 50% sementara ini,2022-04-07 08:08:03+00:00
RadioSmartFM,trobos anjir. Pokoknya ptm,2022-04-07 07:45:00+00:00
beritacovid,pemerintah kota palembang belum menghentikan ptm,2022-04-07 07:45:00+00:00
dotarakaaa,"angka omicron melonjak, jakarta ramai ramai hentikan ptm",2022-04-07 07:43:04+00:00
okay_itsokayy,ayo dong ptm lagi,2022-04-07 07:34:45+00:00
kumparan,OMICRON ANJING CAPE PJJ GAK JELAS,2022-04-07 07:06:38+00:00
bayussab,jangan benci pjj ,2022-04-07 06:44:27+00:00
astaad_234,plis lah nyaman ptm walaupun cape,2022-04-07 06:43:25+00:00
regisssga_,Alhamdulillah pertemuan tatap jauh,2022-04-07 06:40:57+00:00
Muhamma01601760,aku yg miskin ini kesusahan saat pjj karena gak ada gawai,2022-04-07 06:22:00+00:00
kompascom,April ini ptm dimulai,2022-04-07 06:17:09+00:00
NaseeB_Nasar_56,semoga ptm april dimulai,2022-04-07 06:01:14+00:00
dwikmahndr,sepengalamanku pjj gak efektif,2022-04-07 05:55:59+00:00
r1n_n1w,aku mendukung ptm karena cape di sekolah,2022-04-07 05:42:23+00:00
avazquezzc,covid melonjak kok bisa temen gua ptm,2022-04-07 05:42:23+00:01
BudakGarut__,Masyarakat mengaku masih takut ptm,2022-05-30 13:27:05+00:00
ignoreprojahils,ptm kena mental,2022-05-30 13:20:17+00:00
multiplied3assi,pemprov dki batalkan ptm 100%,2022-05-30 13:19:12+00:00
xojolx,covid di dom ku meluas woi,2022-05-30 13:17:18+00:00
ka3_16ka,ptm hehehe ptm nangis aja,2022-05-30 13:15:23+00:00
mayesyii,pilih ptm karena lebih mudah paham materi,2022-05-30 13:13:15+00:00
naylaberkah,lebih milih ptm. Cape tapi tugas selesai di sekolah,2022-05-30 13:11:06+00:00
nabillaSN24,aku udah selesai pjj,2022-05-30 13:10:35+00:00
garin_bigwin01,Ya Allah maaf ngeluh ptm cape soalnya,2022-05-30 13:08:09+00:00
5dona2,"ptm kapan ya, gua butuh duit",2022-05-30 13:05:44+00:00
putra_bangsa81,"semangat ya mutual ku, angka harian covid mulai meningkat, mulai tingkatkan prokes, dan hindari pertemuan tatap muka sebisa mungkin",2022-05-30 13:03:47+00:00
Caca46027099,setuju bu. Gak perlu memaksakan untuk ptm 100%,2022-05-30 13:03:14+00:00
ani0942,tercatat ada 100 siswa dan guru terkonfirmasi positif omicron,2022-05-30 13:01:52+00:00
citrabiq,ptm ditunda lagi min karena covid. Sedih saya,2022-05-30 13:00:50+00:00
Adireigo,"9 siswa terpapar covid, smp negeri 22 malang hentikan ptm",2022-05-30 13:00:38+00:00
eIectricx,pemberhentian pembelajaran tatap muka ptm tengah terjadi,2022-05-30 13:00:04+00:00
0Cicaca,pemberhentian pembelajaran tatap muka ptm tengah terjadi,2022-05-30 13:00:04+00:00
tinaklin,ptm terus jalan ,2022-05-30 13:00:04+00:00
Akiakimbrew_102,pemerintah genjot vaksinasi booster covid 19,2022-05-30 13:00:03+00:00
DanangputraK,pemerintah genjot vaksinasi booster covid 20,2022-05-30 13:00:03+00:00
AdiAdihendra,pemerintah genjot vaksinasi booster covid 21,2022-05-30 13:00:03+00:00
brightxxxv,pemerintah genjot vaksinasi booster covid 22,2022-05-30 13:00:02+00:00
Azaldaf,pemerintah blitar tak ragu terus jalan kan pembelajaran tatap muka,2022-05-30 13:00:02+00:00
HimmatTinnu,patuhi prokes saat ptm yuk,2022-05-30 13:00:01+00:00
EmperorMerah,Alhamdulillah covid turun bisa ptm,2022-05-30 13:00:01+00:00
Xyeety1,ptm enak kaya lebih produktif gitu dehh,2022-05-30 13:00:01+00:00
Tri_nugraha_,tetap pakai masker saat kegiatan ptm di mulai ya,2022-05-30 13:00:00+00:00
DateMasamune29,"walaupun capek, enakan ptm sih serius",2022-05-30 13:00:00+00:00
BiruEmperor,"walaupun capek, enakan ptm sih serius",2022-05-30 13:00:00+00:00
KatakuraKojur,"walaupun capek, enakan ptm sih serius",2022-05-30 13:00:00+00:00
AlisaJung17,"walaupun capek, enakan ptm sih serius",2022-05-30 12:59:43+00:00
OxBigWin_777,telinga gue capek pjj,2022-05-30 12:57:21+00:00
bostoncrema,pjj cape bikin mata aku minus,2022-05-30 12:29:26+00:00
dazedchaeng,MATA AKU MINUS KARENA PJJ ,2022-05-30 12:27:28+00:00
ARCTlCM0NK3YS,vaksin dilakukan sebagai bentuk kesiapan anak untuk program pembelajaran tatap muka,2022-05-30 12:26:19+00:00
detikcom,vaksin dilakukan sebagai bentuk kesiapan anak untuk program pembelajaran tatap muka,2022-05-30 12:06:23+00:00
ubsansfess,ptm di sekolah saya menjadi tersendat karena 6 anak terpapar omicron. Sedih,2022-05-30 12:05:01+00:00
Bilalki29033498,sudah tidak takut ptm,2022-05-30 11:50:36+00:00
kaedehayaa,sudah tidak takut ptm,2022-05-30 11:49:19+00:00
anakmsebeth,sudah tidak takut ptm,2022-05-30 11:18:39+00:00
20detik,sudah tidak takut ptm,2022-05-30 11:05:10+00:00
detikedu,ptm disesuaikan dengan angka kasus covid 19,2022-05-30 10:47:46+00:00
Epinephrineee,di kelas ada yang covid tapi masih ptm. Jatuhnya maksa,2022-05-30 10:47:41+00:00
kaedehayaa,sejumlah daerah kembali terpapar covid,2022-05-30 10:45:18+00:00
jawapos,takut ptm karena lonjakan covid,2022-05-30 10:29:44+00:00
junggwoni,takut ptm karena lonjakan omicron,2022-05-30 10:26:45+00:00
papoiibear,takut mau sekolah pertemuan tatap muka,2022-05-30 09:44:28+00:00
NTX24,sepengalamanku pjj ga efektif,2022-05-30 09:39:53+00:00
szszzszzs,angka covid turun tapi sekolah kami belum ptm,2022-05-30 09:24:51+00:00
sansjjong,semoga covid turun lagi supaya bisa ptm,2022-05-30 09:19:49+00:00
HINDUTVADI108,"ptm di Cirebon aman, belum ditemukan lagi kasus covid 19",2022-05-30 09:12:01+00:00
hereissun,"katanya masih aman, jadi ya ptm",2022-05-30 09:08:53+00:00
OxAugust_1st,ptm di cilacap tetap berjalan dengan pembatasan,2022-05-30 09:06:44+00:00
ljndracs,pemerintah kota surabaya putuskan mulai ptm 100%,2022-05-30 09:04:30+00:00
Lyaxh_,jika siswa sudah sembuh mungkin akan ptm 100%,2022-05-30 09:03:18+00:00
jagapatidotcom,kapan pjj akan ditiadakan Ya Allah,2022-05-30 09:00:12+00:00
jagapatidotcom,Alhamdulillah di aku udah 100% ptm,2022-05-30 09:00:12+00:00
Ranjhaaa87,yang penting kita semua bisa aman dan sehat dan bisa ptm 100%,2022-05-30 08:57:26+00:00
tassyaapr,covid masih ada. Jangan lupa pakai masker saat ptm,2022-05-30 08:55:42+00:00
Chrs49937622,aku udah diijinin orang tua sekolah tatap muka,2022-05-30 08:55:11+00:00
setengahlandak,skb 4 menteri tentang ptm bisa antisipasi ancaman omicron,2022-05-30 08:46:47+00:00
angelcidios,skb 4 menteri tentang ptm bisa antisipasi ancaman omicron,2022-05-30 08:36:45+00:00
kangandribdg,skb 4 menteri tentang ptm bisa antisipasi ancaman omicron,2022-05-30 07:55:48+00:00
koortante,skb 4 menteri tentang ptm bisa antisipasi ancaman omicron,2022-05-30 07:51:58+00:00
balerriatajjj,skb 4 menteri tentang ptm bisa antisipasi ancaman omicron,2022-05-30 07:27:37+00:00
_yunisaputri,skb 4 menteri tentang ptm bisa antisipasi ancaman omicron,2022-05-30 07:19:14+00:00
atesauce,kita semua anak kelas 12 titisan titan harus ptm,2022-05-30 07:05:47+00:00
TimeGarhi,di kota aku mayoritas sudah ptm,2022-05-30 07:03:36+00:00
angeljimenez09,covid masih ada. Jangan lupa pakai masker saat ptm,2022-05-30 07:01:16+00:00
TimeGarhi,covid masih ada. Jangan lupa pakai masker saat ptm,2022-05-30 06:58:59+00:00
dxsunshine_,covid masih ada. Jangan lupa pakai masker saat ptm,2022-05-30 06:38:08+00:00
ranichq,covid masih ada. Jangan lupa pakai masker saat ptm,2022-05-30 06:23:31+00:00
LalitoCrickoso,Sekolah di Indonesia masih mengusahakan untuk tetap ptm 100%,2022-05-30 06:20:02+00:00
nazeriey_naz,"Kalau ada yang kena covid 1 orang, tetep ptm",2022-05-30 06:12:43+00:00
idntimes,Alhamdulillah udah bagus ptm,2022-05-30 06:05:21+00:00
IDNTimesBanten,pembelajaran ptm besok di sekolahku udah 100%,2022-05-30 06:00:02+00:00
ianyangx2,pembelajaran ptm besok di sekolahku udah 100%,2022-05-30 05:50:48+00:00
edukasiborneo,pembelajaran ptm besok di sekolahku udah 100%,2022-05-30 05:47:48+00:00
melanieroaa,Sebenarnya ya ptm soalnya dapet uang jajan banyak wkwk,2022-05-30 05:47:26+00:00
daldalkomhan,"sudah tidak takut ptm, tapi ada kasus covid lagi. Pjj lagi deh",2022-05-30 05:42:27+00:00
hopeikrv,Ya Allah kapan pjj ini berakhir,2022-05-30 04:35:48+00:00
SpsIPB,gua seneng ptm,2022-05-30 04:30:24+00:00
gwonfire,"enak ptm sih tapi gimana lagi, omicron udah naik dikit",2022-05-30 04:24:42+00:00
795jimin,nadiem terbitkan diskresi ptm terbatas dengan kapasitas 50 persen,2022-05-30 04:23:27+00:00
yuktannn,nadiem terbitkan diskresi ptm terbatas dengan kapasitas 50 persen,2022-05-30 04:22:27+00:00
efectsguinho,nadiem terbitkan diskresi ptm terbatas dengan kapasitas 50 persen,2022-05-30 04:07:13+00:00
fjmejia100,covid varian omicron mengharuskan kita agar lebih memperketat protokol kesehatan,2022-05-30 04:00:42+00:00
vhopeangels_,protokol kesehatan harus diperketat kalau mau ptm 100%,2022-05-30 03:48:29+00:00
Mashee0108,kata saya sih stop dulu ptm nya,2022-05-30 03:46:18+00:00
KelSukapura1,pendidikan harus tetap jalan mau ptm atau pjj,2022-05-30 03:44:56+00:00
KelSukapura1,mending pjj aja ptm takut takut takut,2022-05-30 03:44:03+00:00
ly7cast,kena omicron tapi disuruh ptm ini maksudnya apa,2022-05-30 03:43:47+00:00
Black94989606,tangerang raya putuskan stop ptm,2022-05-30 03:39:13+00:00
dinkespati,pembelajaran ptm besok di sekolahku udah 100%,2022-05-30 03:30:39+00:00
h0nderdProcent,skb 4 menteri tentang ptm bisa antisipasi ancaman omicron,2022-05-30 03:18:46+00:00
Sonaya79085379,sudah tidak takut ptm,2022-05-30 03:17:46+00:00
Sonaya79085379,"walaupun capek, enakan ptm sih serius",2022-05-30 03:12:05+00:00
InfoTimlo,ptm di sekolah aku aman Alhamdulillah,2022-05-30 03:00:47+00:00
timlovers,galau mau ptm atau pjj sama sama enak ,2022-05-30 03:00:47+00:00
kabartimlo,situasi ptm di bali cukup kondusif,2022-05-30 03:00:47+00:00
Aurorabianca000,resiko pembelajaran tatap muka 100% masih tinggi di jakarta,2022-06-06 02:52:40+00:00
NMWorldk,meskipun ptm 100% semua pihak harus tetap waspada terhadap virus corona,2022-06-06 02:52:36+00:00
evelynmartel28,harus taat dengan prokes selama pembelajaran tatap muka,2022-06-06 02:51:40+00:00
Indrian950,"bukan pjj lagi, sistem pembelajaran hybrid telah diterapkan",2022-06-06 02:48:42+00:00
Aurorabianca000,"omicron turun, ptm 100% telah digelar",2022-06-06 02:48:09+00:00
yooniesmind,ptm 100 persen digelar kembali di beberapa daerah,2022-06-06 02:47:44+00:00
Yogi_Andri310,kabupaten cianjur menyelesaikan 100% vaksinasi covid 19 dan siap untuk ptm 100%,2022-06-06 02:47:25+00:00
Indah_tnpcelah,pembelajaran tatap muka diharapkan kembali digelar bulan ini,2022-06-06 02:47:25+00:00
BoraksTanpa,bulan ini bulan pertama kegiatan pembelajaran tatap muka berlangsung. ,2022-06-06 02:47:25+00:00
gagal_terkenal,semoga bulan ini ptm 100% Ya Allah,2022-06-06 02:47:25+00:00
PutriGrimaldy,sangat semangat ptm bulan ini,2022-06-06 02:45:46+00:00
Aurorabianca000,"angka covid dinilai turun, pjj ditiadakan",2022-06-06 02:43:42+00:00
koovqut,"pembelajaran jarak jauh dinilai tidak efektif, maka dari itu pembelajaran tatap muka harus segera dilaksanakan",2022-06-06 02:43:09+00:00
Anjani31777292,provinsi dki jakarta menerapkan ptm 100% meskipun menyumbang kasus covid terbanyak,2022-06-06 02:35:45+00:00
busetgra,ptm 100% sebentar lagi akan dimulai,2022-06-06 02:34:01+00:00
itzsofthobi,di sekolah aku pembelajaran tatap muka 100% sudah dimulai,2022-06-06 02:31:54+00:00
Laiarmyfs,takut ptm,2022-06-06 02:31:07+00:00
kookfreakrry,pembelajaran tatap muka dihentikan 7 hari jika ada kasus covid19,2022-06-06 02:31:00+00:00
nanamyun_,nadiem makarim meminta sekolah-sekolah menghentikan pembelajaran tatap muka sementara bila ada warga sekolahnya yang terpapar covid-19,2022-06-06 02:28:36+00:00
tinggixtiang,"apabila semua pihak sudah melakukan vaksin booster dan tetap menerapkan prokes ketat, proses pembelajaran tatap muka (ptm) akan berjalan lancar",2022-06-06 02:27:29+00:00
vhopesg,kalian semua takut ptm 100% gak sih?,2022-06-06 02:26:55+00:00
jordi_danny,kenapa kalian takut takut ptm?,2022-06-06 02:26:50+00:00
pjmoonie7,besok ptm. Takut banget rasanya,2022-06-06 02:26:44+00:00
kookieJeikei,besok ptm. Takut tapi mau gimana lagi,2022-06-06 02:24:25+00:00
MBaksomercon,aku udah mulai ptm tapi aku takut covid karena temen aku satu kelas ada yang terpapar ,2022-06-06 02:24:25+00:00
widihappy,gimana rasanya ptm? Setelah lama pjj akhirnya pertemuan tatap muka jadi takut.,2022-06-06 02:23:33+00:00
vanttette,TAKUT PTM 100% GAK PAKAI MASKER ANJIR,2022-06-06 02:23:18+00:00
AgusDMin_,YA ALLAH TAKUT PTM BESOK,2022-06-06 02:23:14+00:00
seok6886,temen aku yang pjj kenapa jadi takut ptm sih? Padahal biasa aja gausah takut,2022-06-06 02:22:54+00:00
chefsitoeno,gua takut ptm,2022-06-06 02:20:47+00:00
ancilla_space,kok gua jadi takut ptm ya,2022-06-06 02:19:52+00:00
raditakia,jujur masih takut aja gitu ngejalanin pembelajaran tatap muka,2022-06-06 02:19:24+00:00
evelthv,tolong aku takut ptm jujur,2022-06-06 02:17:37+00:00
galerifitri,TAKUT PTM. TAKUT SAMA GURU,2022-06-06 02:14:48+00:00
BudakGarut__,takut ptm deh males gamau ptm mending pjj,2022-06-06 02:14:35+00:00
switiesgurl,"sekarang kalo denger-denger ptm jadi takut gitu. Udah nyaman PJJ, soalnya kalo ptm gua kaya takut ketemu orang",2022-06-06 02:13:53+00:00
gugilvkoo,aku tetep ptm. Padahal 3 sekolah udah ditutup lagi wkwk,2022-06-06 02:13:46+00:00
Candelaharta,YA ALLAH AKU TAKUT PTM JUJUR TAKUT BANGET BANGET BANGET MAU NANGIS!!!!!!,2022-06-06 02:13:08+00:00
YRKusuma11,TAKUT BANGET PTM,2022-06-06 02:13:00+00:00
Nasikin_MA,takut ptm nilai aku TURUN SEMUA YA ALLAH,2022-06-06 02:11:32+00:00
lvsmochi_,kita adalah siswa yang takut ptm,2022-06-06 02:09:48+00:00
urarieswife,kok gue takut ptm ya min wkwk,2022-06-06 02:08:45+00:00
apoycuy,takut ptm. Muka gue kaya orang bodoh,2022-06-06 02:08:33+00:00
CahyaniIka3,sumpah gue takut ptm,2022-06-06 02:08:00+00:00
itssnarahere,Aku takut ptm karena banyak lagi temen yang sakit. Gimana ya?,2022-06-06 02:06:36+00:00
kennedyre04,kok takut ptm ya? Padahal ga ada apa apa,2022-06-06 02:05:58+00:00
addy_az,lebih takut ptm daripada ketemu anjing,2022-06-06 02:05:05+00:00
nadjinax_,kangen ketemu temen pengen ptm tapi kayanya covid lagi naik,2022-06-06 02:04:28+00:00
kimjetarp,AKU TAKUT PTM BESOK,2022-06-06 02:03:51+00:00
TLamp_Htele,"jadi takut ptm, banyak yang covid",2022-06-06 02:03:43+00:00
